"","Symbol","HET_ZN_E138_17_S23_rev.normalised","HET_ZN_E141_15_S21_rev.normalised","HET_ZN_E142_19_S25_rev.normalised","HET_ZN_E181_23_S29_rev.normalised","HET_ZN_E54_3_S9_rev.normalised","HET_ZN_E55_7_S13_rev.normalised","HET_ZN_E79_11_S17_rev.normalised","WT_ZN_E158_21_S27_rev.normalised","WT_ZN_E56_1_S7_rev.normalised","WT_ZN_E81_5_S11_rev.normalised","WT_ZN_E82_9_S15_rev.normalised","WT_ZN_E83_13_S19_rev.normalised","gene_symbol"
"7656","Eif4b",3901.8,4251.2,3832.3,3745.3,4534.9,4094.2,4538.9,3669.1,3975.2,4542.5,4198.4,4318.4,"EIF4B"
"7657","Eif4e",1700.1,1568,2559.5,2091.3,1857.2,1739.3,1701.3,3056.3,1955.6,1621.7,1644.8,1583.9,"EIF4E"
"7658","Eif4e1b",0,0,0,0,0,0,0,0,0,0,0,0,"EIF4E1B"
"7659","Eif4e2",1070.5,985.2,1294,1124,1039,960,909.6,1244.6,1123.6,1024.2,973.5,933.1,"EIF4E2"
"7660","Eif4e3",312.9,363,442.7,344.9,312,380.6,322.6,373.1,359.6,340.7,408.1,350,"EIF4E3"
"7661","Eif4ebp1",46.5,53.6,26.7,44.6,48.6,69.1,46.1,34.8,61,52,56,32.9,"EIF4EBP1"
"7662","Eif4ebp2",513.9,499.7,711.1,533.2,500.1,350.8,346.5,671.5,353.5,438.7,292.4,551.2,"EIF4EBP2"
"7663","Eif4ebp3",18,5.5,17.5,12.2,17,9.6,22.1,1,9.1,11,28,16.4,"EIF4EBP3"
"7664","Eif4enif1",1372,1377.7,1591,1429.1,1368,1319.4,1339.1,1420.7,1416.2,1422.9,1348.7,1339.2,"EIF4ENIF1"
"7665","Eif4g1",6197.3,6704.9,6254.3,6643.3,6894.6,5462.4,6057.7,5816.1,4726,6384,5592.2,6753.1,"EIF4G1"
"7666","Eif4g2",11300.4,12223.4,14020.3,12845,11756,9473.7,10417.7,13374.2,10315.4,11210.3,9548.1,11539.5,"EIF4G2"
"7667","Eif4g3",7504.9,7286.6,8339.7,7975.8,8487.1,6862.6,6981.1,7906.3,6697.8,7297.3,6605.9,7058.7,"EIF4G3"
"7668","Eif4h",5643.6,5251.7,5033.1,5398.4,5266.8,5400.8,5554.5,5169.4,5662.6,6413,5425.3,5471,"EIF4H"
"7669","Eif5",2567.7,3009.1,4021.3,2743.8,3145,2670.6,3181.4,4161.6,2994.9,2796.8,2771.7,2617.5,"EIF5"
"7670","Eif5a",5356.3,5087.7,3851.6,5488.4,5464.7,6332.1,5573.8,3668.1,5856.6,6439,5902.9,5359.8,"EIF5A"
"7671","Eif5a2",850.5,836.5,977.7,850.5,909.2,629.4,823,910.3,796.5,745.4,612.8,764.9,"EIF5A2"
"7672","Eif5al3-ps",0.9,0,2.8,0,0,2.1,0,0,1,0,1.2,4.8,"EIF5AL3-PS"
"7673","Eif5b",2606.6,2464.6,3761.2,2751.9,2658.3,2729.1,2529.8,3850.2,3482.5,2548,2640.1,2478.3,"EIF5B"
"7674","Eif6",644.8,529.2,401.2,525.1,443,599.6,567.7,396,588.2,618.5,694.5,570.5,"EIF6"
"7675","Elac1",856.2,833.2,1146.5,767.7,952.9,761.2,893.9,1097.4,875.7,830.4,784.6,696.2,"ELAC1"
"7676","Elac2",713,710.7,532.2,628.9,736.8,690,762.2,482.5,681.7,754.4,807.8,670.1,"ELAC2"
"7677","Elane",1.9,0,0,0,1.2,0,0,0,0,0,0,0,"ELANE"
"7678","Elavl1",1143.5,1152.5,1011.8,1020.9,1098.5,1108.9,1235.9,999.9,1188.6,1191.1,1282.9,1139.1,"ELAVL1"
"7679","Elavl2",1092.3,1026.7,1342.9,993.3,1258.7,928.1,1072.7,1384.9,946.8,978.2,935.7,1113,"ELAVL2"
"7680","Elavl3",6826,6203,7764.1,7605.7,7796.5,8094.8,6789.4,7876.5,7721.8,7055.5,7628,6912.7,"ELAVL3"
"7681","Elavl4",1617.6,1296.8,2127.8,1472.1,1678.7,1014.2,1314.2,2396.7,1454.8,1523.8,1050.2,1209.6,"ELAVL4"
"7682","Eldr",0.9,4.4,1.8,4.1,1.2,2.1,0,0,3,4,2.4,2.9,"ELDR"
"7683","Elf1",124.2,208.8,182.6,225.6,100.7,121.2,141,187,108.7,110.9,126.7,164.4,"ELF1"
"7684","Elf2",714.9,677.9,853.2,751.5,731.9,789.9,677.4,913.3,738.6,716.4,776.1,798.7,"ELF2"
"7685","Elf3",6.6,1.1,0,12.2,2.4,1.1,0,0,2,0,7.3,6.8,"ELF3"
"7686","Elf4",50.3,56.9,83,82.8,44.9,50,36.9,48.7,44.7,30,36.6,60,"ELF4"
"7687","Elf5",6.6,6.6,11.1,15.4,2.4,13.8,16.6,6,13.2,10,12.2,7.7,"ELF5"
"7688","Elfn1",902.7,880.2,1057.9,1031.5,893.4,901.5,815.6,979,690.8,1038.2,789.5,921.5,"ELFN1"
"7689","Elfn2",3192.5,3173.1,3263.2,3819.1,3887.9,2978.9,2886.4,2829.4,1851,3106.6,2757.1,3915.2,"ELFN2"
"7690","Elk1",1768.4,1791,1981.2,2234.2,2528.4,2109.3,2113.2,1783.8,1555.3,2322.2,2021.2,2006.4,"ELK1"
"7691","Elk3",166.9,171.7,272.1,235.3,195.4,260.5,192.6,203,192,147.9,165.7,146,"ELK3"
"7692","Elk4",344.2,339,453.8,457.7,291.3,388,314.3,559.1,496.8,335.7,406.9,323,"ELK4"
"7693","Ell",807.9,754.5,819.9,1089.9,833.9,917.5,776.9,881.5,749.7,886.3,835.8,877,"ELL"
"7694","Ell2",633.4,477.8,881.7,626.5,596,444.4,439.6,843.7,563.8,468.6,357,427.4,"ELL2"
"7695","Ell3",0,0,0,0,2.4,1.1,0,0,0,0,0,0,"ELL3"
"7696","Elmo1",1222.2,1133.9,1220.2,1077.7,1150.7,993,1147.4,1331.1,1309.5,1123.1,947.9,966,"ELMO1"
"7697","Elmo2",3961.5,4001.9,3391.4,4213.5,4570.1,4738.4,4253.2,3201.5,3563.8,4782.3,4361.7,4265.2,"ELMO2"
"7698","Elmo3",65.4,90.8,47,106.3,69.2,81.9,24.9,42.8,91.4,32,91.4,93.8,"ELMO3"
"7699","Elmod1",5233,4952.1,7824.1,5423.5,6191.8,5884.5,6232.8,8613.7,6154.3,6837.7,6162.4,5364.6,"ELMOD1"
"7700","Elmod2",250.3,278.8,252.7,267,241.6,197.7,241.5,295.5,240.8,220.8,258.3,256.2,"ELMOD2"
"7701","Elmod3",650.5,646.2,766.5,809.1,791.4,855.8,767.7,818.8,812.7,757.4,698.1,699.1,"ELMOD3"
"7702","Elmsan1",835.3,941.4,1304.2,950.3,1114.3,834.6,812.8,1222.7,685.7,876.3,932,1128.4,"ELMSAN1"
"7703","Eln",290.1,528.1,471.3,911.4,349.6,419.9,295.8,443.7,312.9,262.8,403.3,353.9,"ELN"
"7704","Elof1",717.8,586.1,534,848.9,729.5,829.3,736.4,600.9,834.1,869.3,819.9,727.1,"ELOF1"
"7705","Elovl1",441.9,441.7,329.3,464.2,441.8,557.1,381.5,329.3,524.2,453.6,549.5,540.5,"ELOVL1"
"7706","Elovl2",204.8,215.4,216.7,178.5,210,238.1,211,289.5,257,263.8,216.9,200.2,"ELOVL2"
"7707","Elovl3",0,0,0,0,0,0,0.9,2,0,0,0,0,"ELOVL3"
"7708","Elovl4",839.1,755.6,1033.9,835.9,957.7,825,920.7,1081.4,877.7,1006.2,789.5,789,"ELOVL4"
"7709","Elovl5",1159.6,1142.6,1318,1208.4,1102.2,1075.9,1003.6,1624.6,1247.5,998.2,1100.2,1151.6,"ELOVL5"
"7710","Elovl6",1241.2,1252,1361.4,1343.9,1236.9,1045.1,1034,1223.7,1077.9,1062.2,962.5,1268.6,"ELOVL6"
"7711","Elovl7",352.7,582.8,319.1,455.3,271.9,412.5,198.1,257.7,394.2,163.9,392.3,504.7,"ELOVL7"
"7712","Elp2",1747.5,1884,1431.5,1549.2,1860.8,1850.9,1834.9,1622.6,1816.4,1894.5,1886,1783,"ELP2"
"7713","Elp3",1302.8,1316.5,1112.3,1152.4,1372.8,1255.6,1357.5,1248.6,1142.9,1411.9,1273.2,1241.6,"ELP3"
"7714","Elp4",142.2,135.6,132.8,122.5,128.7,89.3,186.2,101.5,147.3,157.9,160.8,157.6,"ELP4"
"7715","Elp5",843.9,626.5,504.5,663.8,736.8,801.6,799.9,569.1,796.5,869.3,841.9,767.8,"ELP5"
"7716","Elp6",139.4,153.1,96.8,120.1,128.7,158.4,179.7,130.3,171.7,124.9,190.1,119.9,"ELP6"
"7717","Emb",617.3,828.8,483.3,722.3,420,633.6,335.5,523.3,896,355.7,673.7,1112,"EMB"
"7718","Emc1",1320.8,1340.5,1165.8,1325.2,1375.3,1408.7,1419.3,1051.6,1250.6,1564.8,1328,1330.5,"EMC1"
"7719","Emc10",4654.6,4007.4,6173.1,6139.3,4886.9,5838.8,4395.1,7050.7,5215.6,6312.1,4751.5,4510.8,"EMC10"
"7720","Emc2",981.4,1210.4,1212.9,1055.8,1182.3,997.2,1126.2,1244.6,1270.9,1082.2,1168.4,1065.6,"EMC2"
"7721","Emc3",1056.3,1049.7,989.7,1029,1007.5,1047.2,1075.5,937.2,1090.1,1103.1,1030.7,1020.1,"EMC3"
"7722","Emc4",1195.7,1133.9,962,1195.4,1300,1528.8,1327.1,970,1159.1,1389.9,1532.7,1164.2,"EMC4"
"7723","Emc6",502.5,436.3,396.6,392,455.2,529.4,447.9,504.4,536.4,500.6,561.7,474.8,"EMC6"
"7724","Emc7",1569.2,1588.7,1725.7,1490,1446.9,1325.7,1608.2,1736.1,1457.8,1531.8,1430.3,1517.1,"EMC7"
"7725","Emc8",1260.1,1074.8,1035.8,1065.6,1105.8,1022.7,1143.7,1111.3,1194.7,1198.1,1147.7,1137.1,"EMC8"
"7726","Emc9",425.7,415.5,325.6,351.4,379.9,417.8,421.2,332.3,436.8,407.7,410.6,391.6,"EMC9"
"7727","Emcn",194.4,164,188.2,215.1,156.6,202,148.4,172.1,234.7,97.9,180.3,208.9,"EMCN"
"7728","Emd",664.7,638.6,743.4,721.5,665.2,697.4,650.6,726.3,661.3,846.3,621.4,627.5,"EMD"
"7729","Eme1",4.7,4.4,0.9,6.5,8.5,6.4,0.9,2,2,7,0,1.9,"EME1"
"7730","Eme2",205.8,279.9,170.6,262.9,288.9,259.4,280.2,170.1,229.6,264.8,290,279.4,"EME2"
"7731","Emg1",502.5,507.3,372.6,458.5,481.9,616.6,544.7,296.5,616.6,562.6,616.5,547.3,"EMG1"
"7732","Emid1",84.4,72.2,27.7,116.1,93.5,82.9,71.9,43.8,84.3,95.9,67,81.2,"EMID1"
"7733","Emilin1",95.8,119.2,57.2,185,52.2,65.9,37.8,40.8,42.7,38,40.2,76.4,"EMILIN1"
"7734","Emilin2",115.7,86.4,98.7,148.5,131.1,74.4,95.8,82.6,81.3,99.9,63.4,120.9,"EMILIN2"
"7735","Emilin3",2.8,1.1,0,0,0,2.1,3.7,4,0,1,1.2,1.9,"EMILIN3"
"7736","Eml1",867.6,910.8,784,764.5,767.1,719.7,804.6,681.5,724.3,827.4,916.2,825.8,"EML1"
"7737","Eml2",2781,3028.8,2043,2608.3,3023.7,3103.3,3107.6,1910.2,2564.1,3309.4,3093.4,2937.6,"EML2"
"7738","Eml3",220.9,275.5,162.3,295.4,256.1,277.5,285.7,115.4,227.6,209.8,237.6,265.9,"EML3"
"7739","Eml4",884.7,867.1,801.5,768.5,904.3,793.1,891.2,771,836.1,790.4,1014.9,861.5,"EML4"
"7740","Eml5",1587.3,1744,2268,1458.3,1894.8,1711.7,1945.5,2113.1,1704.7,1472.9,2085.8,1669.9,"EML5"
"7741","Eml6",766.1,847.4,847.6,666.3,861.8,801.6,973.2,888.4,707.1,787.4,871.1,815.1,"EML6"
"7742","Emp1",83.4,65.6,46.1,124.2,44.9,43.6,34.1,63.7,41.7,27,25.6,68.7,"EMP1"
"7743","Emp2",453.2,534.7,398.4,457.7,423.6,410.4,388.9,316.4,475.4,366.7,476.4,482.5,"EMP2"
"7744","Emp3",36,71.1,18.4,78.7,10.9,19.1,22.1,23.9,25.4,16,9.7,14.5,"EMP3"
"7745","Emsy",1870.8,1716.7,2336.3,2040.2,2053.8,1696.8,1732.6,2422.5,1951.5,1827.6,1771.5,1987.1,"EMSY"
"7746","Emx1",279.7,174.9,196.5,258.9,212.4,290.2,186.2,228.8,339.3,295.8,244.9,204,"EMX1"
"7747","Emx2",361.3,345.5,521.1,397.7,407.8,378.5,362.2,616.8,415.5,403.7,370.4,423.5,"EMX2"
"7748","Emx2os",184.9,209.9,242.6,172.9,224.6,267.9,198.1,233.8,200.1,242.8,224.2,220.5,"EMX2OS"
"7749","En1",2.8,0,0,0,1.2,1.1,0,3,6.1,3,1.2,3.9,"EN1"
"7750","En2",15.2,33.9,12.9,18.7,18.2,20.2,16.6,9.9,36.6,11,15.8,36.7,"EN2"
"7751","Enah",3610.7,4051.1,5316.3,4232.2,3901.3,3222.4,3648.6,5386.3,3191.9,3518.3,3189.6,3768.2,"ENAH"
"7752","Enam",0,0,0,0,0,0,0,0,0,0,0,0,"ENAM"
"7753","Enc1",12706.6,12057.2,13455.8,10430.7,14956.9,13071.4,14140.1,12194.2,11202.3,14139,14244.9,13802.2,"ENC1"
"7754","Endod1",1767.4,1950.7,1520,1914.4,1879,1724.4,1720.6,1471.4,1819.5,1739.6,1664.3,1855.6,"ENDOD1"
"7755","Endog",145.1,169.5,67.3,151.8,119,196.7,157.6,84.6,135.1,152.9,179.1,140.2,"ENDOG"
"7756","Endou",15.2,29.5,20.3,38.1,19.4,20.2,22.1,9.9,17.3,15,19.5,11.6,"ENDOU"
"7757","Endov",801.2,899.9,843.9,950.3,1051.2,1008.9,1001.8,814.8,820.8,1083.2,1027.1,941.8,"ENDOV"
"7758","Eng",465.6,539.1,344,810.7,433.3,575.2,459.9,334.3,643.1,382.7,581.1,403.2,"ENG"
"7759","Engase",211.4,215.4,151.3,228.9,225.8,248.8,218.4,183.1,172.7,214.8,209.6,190.5,"ENGASE"
"7760","Enho",923.5,858.3,705.6,939,855.8,1002.5,823.9,817.8,1174.4,1068.2,904,809.3,"ENHO"
"7761","Enkd1",177.3,200.1,131.9,198,146.9,259.4,199.1,138.3,227.6,181.9,212,190.5,"ENKD1"
"7762","Enkur",53.1,102.8,77.5,99.8,58.3,72.3,129,90.5,87.4,55,87.7,95.7,"ENKUR"
"7763","Eno1",9255.2,9544.5,6481.2,8930.2,9407.2,11593.6,10013.1,6027,9559.6,11069.4,10957.8,10119.1,"ENO1"
"7764","Eno1b",1.9,1.1,1.8,0.8,0,5.3,6.5,1,7.1,8,11,11.6,"ENO1B"
"7765","Eno2",20091,20168.1,18517.5,21293.2,20785.7,21330.9,19471.5,16601.5,22469.6,22994.1,20331.7,19418.2,"ENO2"
"7766","Eno3",160.2,173.9,107.9,129.8,159,174.4,177.9,110.4,237.7,138.9,201,157.6,"ENO3"
"7767","Eno4",78.7,136.7,45.2,131.5,71.6,129.7,105.1,84.6,71.1,61,121.8,134.4,"ENO4"
"7768","Enoph1",769,707.4,872.5,813.2,797.5,837.8,857.1,1077.5,877.7,882.3,950.3,769.7,"ENOPH1"
"7769","Enox1",681.7,684.5,746.2,695.5,730.7,690,723.5,856.6,667.4,846.3,707.9,771.6,"ENOX1"
"7770","Enox2",277.8,305.1,366.2,245.1,331.4,246.6,309.7,314.4,244.8,321.7,280.2,322,"ENOX2"
"7771","Enpep",67.3,65.6,63.6,78.7,61.9,44.7,57.1,51.7,40.6,43,34.1,44.5,"ENPEP"
"7772","Enpp1",129.9,149.8,159.6,181,71.6,85.1,103.2,90.5,72.1,72.9,56,118,"ENPP1"
"7773","Enpp2",17639,41993.9,3741,31455.2,12528,17215.5,3273.5,3478.1,16376.3,2440.1,20374.3,41202.4,"ENPP2"
"7774","Enpp3",13.3,12,12.9,25.2,3.6,10.6,6.5,6,13.2,6,0,24.2,"ENPP3"
"7775","Enpp4",402,418.8,404,310,398.1,320,396.3,388,326.1,296.8,272.9,431.3,"ENPP4"
"7776","Enpp5",4991.2,5042.9,6196.2,4981.2,5308.1,4485.4,4774.8,6277.7,4678.2,4896.2,4359.2,5018.4,"ENPP5"
"7777","Enpp6",133.7,119.2,169.7,165.6,85,106.3,131.8,141.3,135.1,120.9,125.5,184.7,"ENPP6"
"7778","Enpp7",0,0,0,0,0,0,0,0,0,0,0,0,"ENPP7"
"7779","Ensa",5197,5147.8,4755.5,5624,5485.3,5400.8,5288.1,4727.7,5841.4,5804.5,5603.2,4921.7,"ENSA"
"7780","Enthd1",0,0,0,0,2.4,0,0,0,1,0,0,0,"ENTHD1"
"7781","Entpd1",212.4,203.4,179.9,259.7,191.8,183.9,218.4,175.1,182.9,151.9,141.3,201.1,"ENTPD1"
"7782","Entpd2",92,166.2,54.4,138.8,120.2,131.8,116.1,46.8,78.2,151.9,114.5,154.7,"ENTPD2"
"7783","Entpd3",187.7,182.6,139.3,155.8,235.5,190.3,182.5,127.3,189,174.9,177.9,190.5,"ENTPD3"
"7784","Entpd4",0,0,0,0,0,0,0,0,0,0,0,0,"ENTPD4"
"7785","Entpd5",698.8,717.3,715.7,603.8,650.6,603.9,731.7,753.1,650.2,567.6,608,778.4,"ENTPD5"
"7786","Entpd6",1405.2,1541.7,1089.3,1467.3,1636.2,1714.9,1751,1098.3,1469,1858.6,1750.8,1519.1,"ENTPD6"
"7787","Entpd7",191.5,190.3,217.7,206.9,169.9,178.6,171.4,257.7,185.9,187.9,204.7,205,"ENTPD7"
"7788","Entpd8",0,2.2,0,0,0,0,0,0,1,0,1.2,1.9,"ENTPD8"
"7789","Eny2",800.3,881.3,1025.6,686.6,866.7,757,1034,1010.8,896,858.3,919.8,786.1,"ENY2"
"7790","Eogt",541.4,582.8,663.2,710.9,634.8,613.4,705,696.4,769,488.6,651.8,578.2,"EOGT"
"7791","Eomes",13.3,105,11.1,80.3,10.9,81.9,74.6,33.8,104.6,146.9,35.3,134.4,"EOMES"
"7792","Ep300",2125.8,2361.8,3039.1,2661.8,2376.7,1889.2,1821.1,2919,1652.9,2138.3,1759.3,2566.3,"EP300"
"7793","Ep400",2219.7,2299.5,2518,2514.1,2324.5,1977.5,1980.5,2363.8,1610.2,2223.3,1830,2361.3,"EP400"
"7794","Epas1",2935.6,2936.9,3228.1,3824,3100.1,2645.1,2666.2,3813.4,2836.4,2455.1,2590.2,2880.5,"EPAS1"
"7795","Epb41",1061,804.8,985,782.3,823,776.1,642.4,1002.8,1135.8,581.5,712.7,781.3,"EPB41"
"7796","Epb41l1",10867.1,9816.7,10900,11205.7,11484.1,9574.7,9627,10029.4,9862.3,10807.6,8964.6,10741.8,"EPB41L1"
"7797","Epb41l2",1532.3,1459.7,1740.4,1634.4,1348.6,1361.9,1393.5,1664.4,1345,1320,1170.8,1583.9,"EPB41L2"
"7798","Epb41l3",4034.5,3832.4,4108,3646.2,3811.4,3555.2,3794.2,4015.3,3492.7,3591.2,3473.5,3484.9,"EPB41L3"
"7799","Epb41l4a",113.8,178.2,154,155,122.6,209.4,220.3,148.2,114.8,208.8,163.3,174,"EPB41L4A"
"7800","Epb41l4aos",74,87.5,76.6,49.5,65.5,88.2,82.9,94.5,75.2,75.9,67,73.5,"EPB41L4AOS"
"7801","Epb41l4b",1120.8,1195.1,1880.6,1322.8,1267.2,1066.3,1311.4,1723.1,1225.2,1152.1,974.7,1136.2,"EPB41L4B"
"7802","Epb41l5",180.2,213.2,142,194,139.6,82.9,140.1,137.3,147.3,139.9,127.9,213.7,"EPB41L5"
"7803","Epb42",0.9,1.1,0.9,0,0,0,0.9,0,0,1,0,0,"EPB42"
"7804","Epc1",962.4,966.6,1001.6,895.9,829,861.1,883.8,1060.5,832,908.3,861.4,925.4,"EPC1"
"7805","Epc2",1077.1,1093.4,1613.1,1141,1170.1,875,1198.1,1822.6,1085,1199.1,949.1,1169,"EPC2"
"7806","Epcam",5.7,5.5,1.8,11.4,7.3,8.5,14.7,5,8.1,12,20.7,12.6,"EPCAM"
"7807","Epdr1",2037.6,1851.2,1745,1764.3,2053.8,1876.5,1971.3,1441.6,1689.4,2056.4,1939.6,1812.1,"EPDR1"
"7808","Epg5",918.8,949.1,663.2,831.8,768.4,722.9,814.7,575,643.1,872.3,812.6,879,"EPG5"
"7809","Epgn",2.8,4.4,4.6,0,1.2,4.3,1.8,1,1,1,0,0,"EPGN"
"7810","Epha1",3.8,8.7,0.9,10.6,9.7,10.6,2.8,6,1,2,8.5,12.6,"EPHA1"
"7811","Epha10",1534.2,1276,880.8,1261.1,1285.4,1510.7,1222,1057.6,1734.1,1239,1365.8,1349.9,"EPHA10"
"7812","Epha2",22.8,48.1,10.1,22.7,25.5,24.5,29.5,15.9,30.5,25,23.1,34.8,"EPHA2"
"7813","Epha3",191.5,174.9,170.6,168,184.5,112.7,179.7,208.9,167.6,155.9,158.4,193.4,"EPHA3"
"7814","Epha4",4962.8,4902.9,5761.8,4222.4,5773,4050.6,4661.4,5067.9,3884.8,4776.3,4606.6,5002,"EPHA4"
"7815","Epha5",2301.2,1983.5,2565.9,1960.7,2418,1679.8,2095.7,2632.4,2243.1,1690.7,1844.6,1914.5,"EPHA5"
"7816","Epha6",473.1,484.4,674.2,532.4,622.7,507.1,482,657.6,419.6,599.5,494.6,517.3,"EPHA6"
"7817","Epha7",2320.2,2471.1,2575.1,2025.6,2517.5,2181.6,2303.1,2840.4,2494,2253.2,2468.4,2380.6,"EPHA7"
"7818","Epha8",177.3,148.7,128.2,175.3,102,95.7,79.3,131.3,148.3,92.9,78,109.3,"EPHA8"
"7819","Ephb1",765.2,749,1054.2,908.9,793.8,745.3,770.5,748.1,821.9,826.4,657.9,755.2,"EPHB1"
"7820","Ephb2",762.3,676.8,795,822.1,791.4,828.2,603.6,605.9,755.8,858.3,589.7,746.5,"EPHB2"
"7821","Ephb3",396.3,447.2,294.2,364.4,344.7,496.5,400.9,266.6,413.5,523.6,458.1,402.2,"EPHB3"
"7822","Ephb4",138.4,174.9,110.7,224,99.5,103.1,94,146.2,159.5,76.9,88.9,107.3,"EPHB4"
"7823","Ephb6",1987.4,1846.8,1720.1,1967.2,1904.5,1994.5,1768.5,1467.4,1750.4,2151.3,1899.4,1761.8,"EPHB6"
"7824","Ephx1",927.3,966.6,686.2,1240,807.2,1074.8,624.8,767.1,886.9,589.5,938.1,1163.2,"EPHX1"
"7825","Ephx2",336.6,319.3,209.4,351.4,293.7,261.5,337.3,255.7,391.1,312.8,318,292,"EPHX2"
"7826","Ephx3",2.8,6.6,3.7,2.4,2.4,2.1,3.7,3,9.1,2,3.7,4.8,"EPHX3"
"7827","Ephx4",577.4,489.9,458.4,370.1,577.8,526.3,564,536.2,586.2,544.6,569,513.4,"EPHX4"
"7828","Epm2a",490.2,536.9,452.9,382.2,506.2,439.1,538.2,504.4,390.1,519.6,570.2,492.2,"EPM2A"
"7829","Epm2aip1",2405.5,2630.8,2698.7,2151.4,2447.1,1843.5,2453.3,2957.8,2023.7,2158.3,2033.4,2275.2,"EPM2AIP1"
"7830","Epn1",11237.8,10434.5,12683.8,14270.1,13321.8,15896.1,11959.6,13182.1,14379,16477.2,13744.1,11734.8,"EPN1"
"7831","Epn2",3099.6,3257.3,3015.1,3139,3640.3,3353.2,3374,2797.6,3039.6,3532.3,3577.1,3683.1,"EPN2"
"7832","Epn3",183,318.2,51.7,282.4,144.4,160.5,45.2,54.7,164.6,58,240,230.1,"EPN3"
"7833","Epo",0.9,0,0,0,0,0,0.9,0,2,0,0,0,"EPO"
"7834","Epor",135.6,75.4,68.3,88.5,110.5,151,104.1,67.7,109.7,118.9,151.1,115.1,"EPOR"
"7835","Eppin",0,0,0,0,0,0,0,0,0,0,0,0,"EPPIN"
"7836","Eprs",1728.5,1597.5,1574.4,1593.9,1580.4,1282.2,1484.7,1741,1626.5,1550.8,1503.4,1618.7,"EPRS"
"7837","Eps15",4823.4,4682,6733,4986.1,5414.9,4053.8,4874.3,6551.3,4677.2,4768.3,4189.9,4788.3,"EPS15"
"7838","Eps15l1",2057.6,2003.1,2399,2298.3,2114.5,2335.7,2016.5,2469.3,2142.5,2127.3,2028.5,2132.1,"EPS15L1"
"7839","Eps8",475,668.1,715.7,628.9,644.5,567.7,648.8,682.5,534.4,730.4,497.1,762.9,"EPS8"
"7840","Eps8l1",140.3,360.8,295.1,219.1,117.7,278.5,388.9,96.5,297.7,242.8,52.4,264.9,"EPS8L1"
"7841","Eps8l2",261.7,317.1,143.9,379,217.3,299.8,133.6,110.4,273.3,81.9,402.1,310.4,"EPS8L2"
"7842","Eps8l3",0,1.1,3.7,1.6,1.2,0,0,0,2,0,0,0,"EPS8L3"
"7843","Epsti1",24.7,18.6,20.3,19.5,19.4,24.5,20.3,24.9,19.3,10,17.1,6.8,"EPSTI1"
"7844","Epx",5.7,1.1,0.9,4.9,4.9,2.1,1.8,0,4.1,3,1.2,10.6,"EPX"
"7845","Epyc",1.9,0,0.9,1.6,0,1.1,0,4,0,1,0,1,"EPYC"
"7846","Eqtn",22.8,37.2,30.4,13.8,24.3,18.1,24.9,29.8,37.6,16,40.2,25.1,"EQTN"
"7847","Eral1",324.3,324.7,233.3,367.6,347.2,415.7,331.8,275.6,430.7,361.7,346,382.9,"ERAL1"
"7848","Erap1",150.8,187,145.7,166.4,133.5,109.5,124.4,124.4,128,109.9,85.3,139.2,"ERAP1"
"7849","Eras",0,0,1.8,0,0,0,0,0,0,0,0,0,"ERAS"
"7850","Erbb2",39.8,90.8,27.7,93.3,48.6,40.4,59,23.9,47.7,43,47.5,45.4,"ERBB2"
"7851","Erbb3",304.4,348.8,398.4,374.9,271.9,374.2,329.9,349.2,343.4,275.8,305.8,379,"ERBB3"
"7852","Erbb4",829.7,863.8,1156.6,693.9,895.8,417.8,727.1,1201.8,608.5,647.5,612.8,849.9,"ERBB4"
"7853","Erbin",1701,1874.1,2368.5,1830.8,1621.7,1836.1,1945.5,2312.1,2090.7,1244,1580.2,1944.5,"ERBIN"
"7854","Erc1",1306.6,1234.5,1475.7,1366.6,1394.7,1022.7,1136.3,1314.2,1006.8,1252,895.5,1327.6,"ERC1"
"7855","Erc2",2487.1,3035.3,3599.8,2737.3,3321,2151.8,2991.5,3345.8,2177.1,2748.9,2539,2871.8,"ERC2"
"7856","Ercc1",538.6,567.5,447.3,616.8,462.5,568.8,538.2,366.1,596.3,577.6,581.1,520.2,"ERCC1"
"7857","Ercc2",914,879.1,714.8,934.9,804.8,1176.9,891.2,729.2,1025,936.3,1109.9,915.7,"ERCC2"
"7858","Ercc3",521.5,614.5,537.7,535.6,673.7,654.9,578.8,468.6,560.8,636.5,531.2,538.6,"ERCC3"
"7859","Ercc4",567,574,547.9,600.5,647,627.3,648.8,584,570.9,637.5,645.7,599.5,"ERCC4"
"7860","Ercc5",512,458.1,511,437.4,464.9,495.4,537.3,519.3,604.5,454.6,579.9,505.7,"ERCC5"
"7861","Ercc6",752.9,692.1,944.5,697.1,727.1,526.3,664.5,899.4,708.1,639.5,794.4,706.8,"ERCC6"
"7862","Ercc6l",2.8,3.3,0.9,0,4.9,0,0,2,0,0,1.2,0,"ERCC6L"
"7863","Ercc6l2",424.8,504.1,530.3,415.5,446.7,434.8,537.3,570.1,442.9,393.7,472.7,440,"ERCC6L2"
"7864","Ercc8",144.1,147.6,134.7,114.4,143.2,134,141,96.5,148.3,149.9,88.9,109.3,"ERCC8"
"7865","Erdr1",124.2,136.7,69.2,203.7,182.1,245.6,108.7,103.5,253,390.7,276.6,262,"ERDR1"
"7866","Ereg",0,0,0,0,0,0,0,0,0,0,0,1,"EREG"
